1174987.0,7.003,-0.037,50.000
1175038.0,7.004,-0.037,50.000
1174937.0,7.003,-0.037,50.000
1176217.0,7.011,-0.037,50.000
1173429.0,6.994,-0.038,50.000
1173998.0,6.998,-0.038,50.000
1175197.0,7.005,-0.037,50.000
1176085.0,7.010,-0.037,50.000
1175217.0,7.005,-0.037,50.000
1174987.0,7.003,-0.037,50.000
1174419.0,7.000,-0.037,50.000
1175682.0,7.008,-0.037,50.000
1175037.0,7.004,-0.037,50.000
1174802.0,7.002,-0.037,50.000
1175580.0,7.007,-0.037,50.000
1174317.0,6.999,-0.038,50.000
1175997.0,7.009,-0.037,50.000
1176380.0,7.012,-0.037,50.000
1174390.0,7.000,-0.038,50.000
1175147.0,7.004,-0.037,50.000
1173578.0,6.995,-0.038,50.000
1175523.0,7.007,-0.037,50.000
1175264.0,7.005,-0.037,50.000
1174530.0,7.001,-0.037,50.000
1175438.0,7.006,-0.037,50.000
1174849.0,7.003,-0.037,50.000
1175368.0,7.006,-0.037,50.000
1176354.0,7.012,-0.037,50.000
1174700.0,7.002,-0.037,50.000
1174467.0,7.000,-0.037,50.000
1175093.0,7.004,-0.037,50.000
1174932.0,7.003,-0.037,50.000
1176562.0,7.013,-0.037,50.000
1175309.0,7.005,-0.037,50.000
1174328.0,7.000,-0.038,50.000
1176881.0,7.015,-0.037,50.000
1175925.0,7.009,-0.037,50.000
1175411.0,7.006,-0.037,50.000
1176100.0,7.010,-0.037,50.000
1175010.0,7.004,-0.037,50.000
1176515.0,7.013,-0.037,50.000
1176704.0,7.014,-0.037,50.000
1174514.0,7.001,-0.037,50.000
1176353.0,7.012,-0.037,50.000
1175528.0,7.007,-0.037,50.000
1175537.0,7.007,-0.037,50.000
1177942.0,7.021,-0.037,50.000
1174056.0,6.998,-0.038,50.000
1175355.0,7.006,-0.037,50.000
1174898.0,7.003,-0.037,50.000
1175312.0,7.005,-0.037,50.000
1176408.0,7.012,-0.037,50.000
1174472.0,7.000,-0.037,50.000
1176261.0,7.011,-0.037,50.000
1177258.0,7.017,-0.037,50.000
1175688.0,7.008,-0.037,50.000
1176067.0,7.010,-0.037,50.000
1176705.0,7.014,-0.037,50.000
1175766.0,7.008,-0.037,50.000
1177972.0,7.021,-0.037,50.000
1177181.0,7.017,-0.037,50.000
1176064.0,7.010,-0.037,50.000
1177022.0,7.016,-0.037,50.000
1176733.0,7.014,-0.037,50.000
1177989.0,7.021,-0.037,50.000
1175646.0,7.007,-0.037,50.000
1175040.0,7.004,-0.037,50.000
1176895.0,7.015,-0.037,50.000
1175577.0,7.007,-0.037,50.000
1176242.0,7.011,-0.037,50.000
1175447.0,7.006,-0.037,50.000
1174299.0,6.999,-0.038,50.000
1176247.0,7.011,-0.037,50.000
1174194.0,6.999,-0.038,50.000
1175383.0,7.006,-0.037,50.000
1177384.0,7.018,-0.037,50.000
1175407.0,7.006,-0.037,50.000
1176340.0,7.012,-0.037,50.000
1177178.0,7.017,-0.037,50.000
1176250.0,7.011,-0.037,50.000
1175390.0,7.006,-0.037,50.000
1176452.0,7.012,-0.037,50.000
1175905.0,7.009,-0.037,50.000
1177452.0,7.018,-0.037,50.000
1177021.0,7.016,-0.037,50.000
1175368.0,7.006,-0.037,50.000
1176439.0,7.012,-0.037,50.000
1176724.0,7.014,-0.037,50.000
1176675.0,7.014,-0.037,50.000
1177000.0,7.015,-0.037,50.000
1175884.0,7.009,-0.037,50.000
1177085.0,7.016,-0.037,50.000
1175650.0,7.007,-0.037,50.000
1176889.0,7.015,-0.037,50.000
1177553.0,7.019,-0.037,50.000
1176570.0,7.013,-0.037,50.000
1175315.0,7.005,-0.037,50.000
1176439.0,7.012,-0.037,50.000
1177346.0,7.018,-0.037,50.000
1177220.0,7.017,-0.037,50.000
1176811.0,7.014,-0.037,50.000
1176189.0,7.011,-0.037,50.000
1176528.0,7.013,-0.037,50.000
1176739.0,7.014,-0.037,50.000
1177136.0,7.016,-0.037,50.000
1176577.0,7.013,-0.037,50.000
1175535.0,7.007,-0.037,50.000
1177945.0,7.021,-0.037,50.000
1178374.0,7.024,-0.037,50.000
1176987.0,7.015,-0.037,50.000
1176680.0,7.014,-0.037,50.000
1176427.0,7.012,-0.037,50.000
1177703.0,7.020,-0.037,50.000
1178891.0,7.027,-0.037,50.000
1177469.0,7.018,-0.037,50.000
1177924.0,7.021,-0.037,50.000
1177851.0,7.021,-0.037,50.000
1178245.0,7.023,-0.037,50.000
1179613.0,7.031,-0.037,50.000
1177716.0,7.020,-0.037,50.000
1177815.0,7.020,-0.037,50.000
1176985.0,7.015,-0.037,50.000
1178391.0,7.024,-0.037,50.000
1179376.0,7.030,-0.037,50.000
1178066.0,7.022,-0.037,50.000
1177968.0,7.021,-0.037,50.000
1178963.0,7.027,-0.037,50.000
1178615.0,7.025,-0.037,50.000
1178486.0,7.024,-0.037,50.000
1178658.0,7.025,-0.037,50.000
1178712.0,7.026,-0.037,50.000
1179397.0,7.030,-0.037,50.000
1177878.0,7.021,-0.037,50.000
1177725.0,7.020,-0.037,50.000
1179185.0,7.028,-0.037,50.000
1178117.0,7.022,-0.037,50.000
1177899.0,7.021,-0.037,50.000
1177166.0,7.016,-0.037,50.000
